id,experiences_offered,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,minimum_nights,cancellation_policy,price
2141306,none,f,t,Downtown,Apartment,Entire home/apt,6,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",""Smart lock"",Keypad}",2,strict,$300.00 
7913309,none,f,t,Downtown,Apartment,Entire home/apt,2,1,0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Private entrance""}",2,strict,$99.00 
13711242,none,f,f,Downtown,Apartment,Shared room,2,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,strict,$90.00 
6181230,none,f,t,Downtown,Apartment,Entire home/apt,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection""}",30,super_strict_30,$259.00 
11282071,none,f,t,Downtown,Apartment,Private room,2,1,1,1,"{""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",""Lock on bedroom door"",""24-hour check-in""}",1,flexible,$90.00 
16412763,none,f,t,Downtown,Apartment,Private room,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace""}",1,flexible,$99.00 
19824694,none,f,t,Downtown,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",2,strict,$249.00 
1966195,none,f,t,Downtown,Other,Entire home/apt,5,2,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Doorman,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",3,moderate,$389.00 
15188208,none,f,f,Downtown,Apartment,Entire home/apt,5,2,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Pets allowed"",Doorman,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman}",3,strict,$800.00 
17156819,none,t,t,Downtown,Apartment,Entire home/apt,8,2,2,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",3,strict,$399.00 
21891,none,f,t,Downtown,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers}",3,super_strict_30,$349.00 
16177666,none,f,f,Downtown,House,Entire home/apt,6,1,2,3,"{TV,""Air conditioning"",""Hair dryer"",TV}",2,super_strict_30,$239.00 
14679817,none,f,t,Downtown,Loft,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Doorman}",1,strict,$139.00 
8814105,none,f,f,Downtown,Apartment,Entire home/apt,7,2,3,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ‰Ûªn Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,strict,$429.00 
14122467,none,f,t,Downtown,Other,Entire home/apt,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Doorman,Gym,Elevator,Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,strict,$190.00 
18562429,none,f,f,Downtown,Condominium,Private room,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Lock on bedroom door"",Hangers,""Self Check-In"",Keypad,""Private living room""}",1,strict,$170.00 
4275846,none,f,t,Downtown,Apartment,Entire home/apt,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Doorman,Bathtub}",2,strict,$200.00 
8814215,none,f,f,Downtown,Apartment,Entire home/apt,7,2,3,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ‰Ûªn Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,strict,$429.00 
11336922,none,f,f,Downtown,Apartment,Private room,4,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Heating,Essentials,""24-hour check-in""}",1,flexible,$250.00 
17333246,none,f,t,Downtown,Apartment,Entire home/apt,2,1,0,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman}",2,strict,$185.00 
19501747,none,f,f,Downtown,Apartment,Entire home/apt,4,3,2,3,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,flexible,$200.00 
19544387,none,f,t,Downtown,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",2,strict,$269.00 
18659049,none,f,t,Downtown,Apartment,Entire home/apt,6,1,2,2,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway""}",1,strict,$347.00 
8563141,none,f,t,Downtown,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Dryer,Essentials}",2,strict,$285.00 
9796309,none,f,f,Downtown,Villa,Private room,4,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Essentials,""24-hour check-in""}",1,flexible,$100.00 
1340290,none,f,t,Downtown,Apartment,Private room,1,1,1,1,"{""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher""}",3,strict,$110.00 
19593368,none,f,f,Downtown,Apartment,Entire home/apt,3,1,0,2,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",Other}",1,strict,$160.00 
19827018,none,f,t,Downtown,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",2,strict,$249.00 
7665711,none,f,t,Downtown,Apartment,Entire home/apt,3,1,2,2,"{TV,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",1,strict,$300.00 
15267276,none,f,f,Downtown,Apartment,Entire home/apt,3,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Pets allowed"",Doorman,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman}",3,strict,$571.00 
18462031,none,f,f,Downtown,Timeshare,Private room,4,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",Hangers}",4,flexible,$200.00 
15348147,none,f,f,Downtown,Apartment,Entire home/apt,6,2,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,strict,$99.00 
4977034,none,t,t,Downtown,Loft,Entire home/apt,4,2,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Elevator,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",2,flexible,$400.00 
4075898,none,f,t,Downtown,Apartment,Entire home/apt,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,moderate,$289.00 
8696200,none,f,t,Downtown,Apartment,Shared room,2,1,1,2,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,strict,$103.00 
17478893,none,f,f,Downtown,Apartment,Entire home/apt,2,1,0,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad}",7,strict,$133.00 
21163975,none,f,f,Downtown,Apartment,Private room,1,1,0,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",1,flexible,$150.00 
15314862,none,f,f,Downtown,Apartment,Entire home/apt,6,2,2,5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,strict,$99.00 
7728499,none,f,f,Downtown,Apartment,Entire home/apt,2,1,0,1,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",""Smart lock"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Stove,""Long term stays allowed""}",3,strict,$200.00 
15068478,none,f,t,Downtown,Apartment,Entire home/apt,4,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",2,strict,$119.00 
11866651,none,t,t,Downtown,House,Entire home/apt,10,2.5,3,9,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""High chair"",""Stair gates"",Crib}",1,strict,$350.00 
15444930,none,f,t,Downtown,Apartment,Entire home/apt,4,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,strict,$129.00 
19823776,none,f,t,Downtown,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",2,strict,$699.00 
60356,none,t,f,Downtown,Condominium,Entire home/apt,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector""}",10,strict,$175.00 
16489609,none,f,t,Downtown,Apartment,Entire home/apt,2,1,0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",2,strict,$139.00 
4303606,none,t,t,Downtown,Bed & Breakfast,Private room,2,1,1,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""Luggage dropoff allowed""}",2,moderate,$115.00 
12987348,none,f,f,Downtown,Apartment,Entire home/apt,6,2,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,strict,$363.00 
20622324,none,f,f,Downtown,Apartment,Entire home/apt,4,1,1,2,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,moderate,$239.00 
19180117,none,f,f,Downtown,Condominium,Entire home/apt,2,1,0,1,"{TV,""Wireless Internet"",""Air conditioning"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",""Smart lock"",""Private entrance""}",1,strict,$170.00 
8432166,none,f,f,Downtown,Apartment,Entire home/apt,4,1,1,1,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",3,flexible,$175.00 
10730,none,t,f,Downtown,Condominium,Entire home/apt,3,1,1,1,"{TV,""Cable TV"",Internet,""Air conditioning"",Kitchen,Elevator,Heating,""Self Check-In"",Doorman}",10,strict,$150.00 
19376491,none,f,f,Downtown,Apartment,Entire home/apt,2,1,1,1,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers}",1,flexible,$595.00 
21010620,none,f,t,Downtown,Other,Entire home/apt,3,1,1,2,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Gym,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",5,moderate,$339.00 
18810580,none,f,t,Downtown,Apartment,Private room,2,1,1,1,"{""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,Elevator,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,""Lock on bedroom door"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$100.00 
20588785,none,f,f,Downtown,Loft,Private room,2,1.5,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",1,flexible,$110.00 
9218288,none,f,t,Downtown,Apartment,Entire home/apt,2,1,1,1,"{""Cable TV"",""Wireless Internet"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,moderate,$325.00 
21162200,none,f,f,Downtown,Apartment,Private room,2,1,1,1,"{""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,moderate,$88.00 
19097569,none,f,t,Downtown,Apartment,Entire home/apt,3,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat, smooth pathway to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Step-free access"",""Wide entryway""}",2,strict,$230.00 
20281210,none,f,f,Downtown,Apartment,Entire home/apt,3,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""Self Check-In"",Doorman}",1,flexible,$157.00 
12232615,none,f,f,Downtown,Apartment,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Iron}",1,flexible,$250.00 
13723404,none,f,t,Downtown,Apartment,Entire home/apt,4,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,strict,$119.00 
19293969,none,f,t,Downtown,Apartment,Entire home/apt,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",2,moderate,$400.00 
9922595,none,f,t,Downtown,Apartment,Entire home/apt,3,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Pets allowed"",Doorman,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman}",3,strict,$144.00 
7054912,none,f,t,Downtown,Apartment,Entire home/apt,2,1,1,1,"{""Air conditioning"",Kitchen,Doorman,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher""}",1,flexible,$225.00 
19932625,none,f,f,Downtown,Apartment,Entire home/apt,6,1,2,2,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,strict,$399.00 
14744525,none,f,t,Downtown,Apartment,Entire home/apt,4,2,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,strict,$199.00 
